hex_code,occurence,R,G,B,percent,Movement
#A49F9B,1781,164,159,155,0.62,Minimalism
#F9EFB1,1667,249,239,177,0.58,Minimalism
#244360,389,36,67,96,0.13,Minimalism
#5E5858,220,94,88,88,0.08,Minimalism
#726A2B,107,114,106,43,0.04,Minimalism
#E2E1DD,194241,226,225,221,99.87,Minimalism
#9A9994,257,154,153,148,0.13,Minimalism
#224690,372065,34,70,144,56.56,Minimalism
#F3F3F3,221842,243,243,243,33.73,Minimalism
#877D73,43498,135,125,115,6.61,Minimalism
#607DB9,14399,96,125,185,2.19,Minimalism
#23334D,3181,35,51,77,0.48,Minimalism
#000A00,1717,0,10,0,0.26,Minimalism
#8FA5BD,627,143,165,189,0.1,Minimalism
#042487,318,4,36,135,0.05,Minimalism
#001145,123,0,17,69,0.02,Minimalism
#BEA587,370297,190,165,135,90.74,Minimalism
#FFFFFF,32139,255,255,255,7.88,Minimalism
#7C5C45,5652,124,92,69,1.38,Minimalism
#E3DFD3,173863,227,223,211,100.0,Minimalism
#CFA04E,158550,207,160,78,99.6,Minimalism
#925F0E,585,146,95,14,0.37,Minimalism
#FFE297,56,255,226,151,0.04,Minimalism
#D8DCDD,163435,216,220,221,85.35,Minimalism
#68757E,17468,104,117,126,9.12,Minimalism
#D3AD32,9153,211,173,50,4.78,Minimalism
#263948,478,38,57,72,0.25,Minimalism
#A79F8C,359,167,159,140,0.19,Minimalism
#D2C274,296,210,194,116,0.15,Minimalism
#6C5300,267,108,83,0,0.14,Minimalism
#53513A,39,83,81,58,0.02,Minimalism
#D1C8A7,183894,209,200,167,97.78,Minimalism
#F7F8FA,2954,247,248,250,1.57,Minimalism
#867A64,906,134,122,100,0.48,Minimalism
#080100,314,8,1,0,0.17,Minimalism
#E6E6E4,1835814,230,230,228,94.67,Minimalism
#AA2A05,69535,170,42,5,3.59,Minimalism
#603B32,28857,96,59,50,1.49,Minimalism
#A4A49C,2665,164,164,156,0.14,Minimalism
#893324,2253,137,51,36,0.12,Minimalism
#FFFFFF,487489,255,255,255,86.67,Minimalism
#BCBAA3,65513,188,186,163,11.65,Minimalism
#837F5A,4932,131,127,90,0.88,Minimalism
#000100,3382,0,1,0,0.6,Minimalism
#3A391B,1169,58,57,27,0.21,Minimalism
#CBC2B9,179886,203,194,185,62.63,Minimalism
#861D00,35872,134,29,0,12.49,Minimalism
#563200,16723,86,50,0,5.82,Minimalism
#4F5143,15615,79,81,67,5.44,Minimalism
#000600,14579,0,6,0,5.08,Minimalism
#94886E,12455,148,136,110,4.34,Minimalism
#AA5908,8883,170,89,8,3.09,Minimalism
#A38733,2051,163,135,51,0.71,Minimalism
#A36944,1167,163,105,68,0.41,Minimalism
#ECEEED,1709009,236,238,237,100.0,Minimalism
#D9E3DA,495579,217,227,218,97.91,Minimalism
#94A092,10506,148,160,146,2.08,Minimalism
#586053,71,88,96,83,0.01,Minimalism
#E4DFD9,344319,228,223,217,82.17,Minimalism
#9F9B92,32939,159,155,146,7.86,Minimalism
#040000,15805,4,0,0,3.77,Minimalism
#5C5751,12198,92,87,81,2.91,Minimalism
#E6D59D,7548,230,213,157,1.8,Minimalism
#EFD246,6200,239,210,70,1.48,Minimalism
#B88F11,8,184,143,17,0.0,Minimalism
#F0F4F3,175542,240,244,243,46.2,Minimalism
#292D1F,151476,41,45,31,39.86,Minimalism
#7B7D68,39078,123,125,104,10.28,Minimalism
#CDB495,13518,205,180,149,3.56,Minimalism
#9B6D49,376,155,109,73,0.1,Minimalism
#D9D7DA,167284,217,215,218,59.54,Minimalism
#CEB48F,56233,206,180,143,20.01,Minimalism
#806039,37972,128,96,57,13.52,Minimalism
#1C0000,13042,28,0,0,4.64,Minimalism
#4C2913,4994,76,41,19,1.78,Minimalism
#8C3F37,824,140,63,55,0.29,Minimalism
#C07534,386,192,117,52,0.14,Minimalism
#9D8B89,212,157,139,137,0.08,Minimalism
#624E4F,8,98,78,79,0.0,Minimalism
#FFFFFF,125268,255,255,255,55.96,Minimalism
#C2B197,98589,194,177,151,44.04,Minimalism
#DBDBD9,77424,219,219,217,42.26,Minimalism
#867968,58914,134,121,104,32.15,Minimalism
#393C43,46886,57,60,67,25.59,Minimalism
#70757B,497244,112,117,123,51.89,Minimalism
#191919,220902,25,25,25,23.05,Minimalism
#EFF4F7,195913,239,244,247,20.44,Minimalism
#BAAEAE,21172,186,174,174,2.21,Minimalism
#B38865,6279,179,136,101,0.66,Minimalism
#A1D3F4,5079,161,211,244,0.53,Minimalism
#23C3D3,5066,35,195,211,0.53,Minimalism
#FB8637,4064,251,134,55,0.42,Minimalism
#583F3A,2627,88,63,58,0.27,Minimalism
#ECECEC,221832,236,236,236,76.9,Minimalism
#101012,64733,16,16,18,22.44,Minimalism
#5B7071,1897,91,112,113,0.66,Minimalism
#D6D0B6,143451,214,208,182,99.34,Minimalism
#958E71,737,149,142,113,0.51,Minimalism
#E8D68C,211,232,214,140,0.15,Minimalism
#2F2F2F,292905,47,47,47,99.03,Minimalism
#676767,2860,103,103,103,0.97,Minimalism
#D7D3D0,120335,215,211,208,78.3,Minimalism
#010101,22027,1,1,1,14.33,Minimalism
#95928D,11324,149,146,141,7.37,Minimalism
#191516,188709,25,21,22,87.22,Minimalism
#514A51,20653,81,74,81,9.55,Minimalism
#8B8788,6997,139,135,136,3.23,Minimalism
#DEDEC4,143335,222,222,196,99.27,Minimalism
#E7DF96,1056,231,223,150,0.73,Minimalism
#604C57,188339,96,76,87,42.42,Minimalism
#000018,176938,0,0,24,39.85,Minimalism
#9798AD,61022,151,152,173,13.74,Minimalism
#FFFFFF,17700,255,255,255,3.99,Minimalism
#D6D6D4,688408,214,214,212,84.34,Minimalism
#8D8D8D,127869,141,141,141,15.66,Minimalism
#E0DFDB,1382464,224,223,219,64.0,Minimalism
#B71D05,743210,183,29,5,34.41,Minimalism
#9B9388,26553,155,147,136,1.23,Minimalism
#644F3C,3951,100,79,60,0.18,Minimalism
#A35040,3620,163,80,64,0.17,Minimalism
#DD9F94,189,221,159,148,0.01,Minimalism
#CCBDA0,144384,204,189,160,100.0,Minimalism
#FFFFFD,1002566,255,255,253,49.46,Minimalism
#1A1210,923928,26,18,16,45.58,Minimalism
#C82514,98152,200,37,20,4.84,Minimalism
#892A18,1325,137,42,24,0.07,Minimalism
#B3B5A8,608,179,181,168,0.03,Minimalism
#454739,299,69,71,57,0.01,Minimalism
#4F2016,238,79,32,22,0.01,Minimalism
#BED7F6,82,190,215,246,0.0,Minimalism
#0C0904,103512,12,9,4,54.2,Minimalism
#FFFFFF,43341,255,255,255,22.69,Minimalism
#908B75,22552,144,139,117,11.81,Minimalism
#483224,18709,72,50,36,9.8,Minimalism
#B7BBC6,2112,183,187,198,1.11,Minimalism
#DCCFAF,459,220,207,175,0.24,Minimalism
#B77C5C,245,183,124,92,0.13,Minimalism
#95B177,58,149,177,119,0.03,Minimalism
#E2FCBD,10,226,252,189,0.01,Minimalism
#FFFFFF,141381,255,255,255,57.24,Minimalism
#918167,101863,145,129,103,41.24,Minimalism
#E2C673,1465,226,198,115,0.59,Minimalism
#CC433D,923,204,67,61,0.37,Minimalism
#CDC0AF,861,205,192,175,0.35,Minimalism
#A9614B,495,169,97,75,0.2,Minimalism
#948335,10,148,131,53,0.0,Minimalism
#F6FBF7,259240,246,251,247,50.56,Minimalism
#FFD535,82798,255,213,53,16.15,Minimalism
#DB301C,82530,219,48,28,16.1,Minimalism
#0241B5,82141,2,65,181,16.02,Minimalism
#ECCAA5,1830,236,202,165,0.36,Minimalism
#EDD06C,1679,237,208,108,0.33,Minimalism
#C15F42,989,193,95,66,0.19,Minimalism
#66749B,890,102,116,155,0.17,Minimalism
#0B3B83,599,11,59,131,0.12,Minimalism
#E1DCD6,109474,225,220,214,58.41,Minimalism
#484443,46626,72,68,67,24.88,Minimalism
#D1B58E,28724,209,181,142,15.33,Minimalism
#7F7F7F,2060,127,127,127,1.1,Minimalism
#6C572C,524,108,87,44,0.28,Minimalism
#F8FAF7,371999,248,250,247,66.98,Minimalism
#A6A5A0,106276,166,165,160,19.14,Minimalism
#2C2922,77086,44,41,34,13.88,Minimalism
#EEE6E4,203767,238,230,228,98.96,Minimalism
#0A011C,1187,10,1,28,0.58,Minimalism
#9B92AF,751,155,146,175,0.36,Minimalism
#3D3A45,213,61,58,69,0.1,Minimalism
#DDDFDC,157061,221,223,220,71.27,Minimalism
#A29B89,62545,162,155,137,28.38,Minimalism
#645D4B,758,100,93,75,0.34,Minimalism
#E7E7E7,305450,231,231,231,63.39,Minimalism
#397FBD,82284,57,127,189,17.08,Minimalism
#7C3C33,49662,124,60,51,10.31,Minimalism
#C03A17,37446,192,58,23,7.77,Minimalism
#A4A39F,5748,164,163,159,1.19,Minimalism
#4B425F,847,75,66,95,0.18,Minimalism
#D97969,217,217,121,105,0.05,Minimalism
#8F5271,204,143,82,113,0.04,Minimalism
#59788D,36,89,120,141,0.01,Minimalism
#7D7C78,119214,125,124,120,100.0,Minimalism
#DBDAC8,367587,219,218,200,75.4,Minimalism
#9A9786,77426,154,151,134,15.88,Minimalism
#4F4C3D,42513,79,76,61,8.72,Minimalism
#FFFFFF,189088,255,255,255,58.53,Minimalism
#5E655E,95929,94,101,94,29.69,Minimalism
#000104,38061,0,1,4,11.78,Minimalism
#140B02,38273,20,11,2,31.06,Minimalism
#768CBE,30906,118,140,190,25.08,Minimalism
#7E8156,21426,126,129,86,17.39,Minimalism
#EDCEC9,14942,237,206,201,12.13,Minimalism
#444E58,14569,68,78,88,11.82,Minimalism
#A4BBCD,1663,164,187,205,1.35,Minimalism
#30391E,997,48,57,30,0.81,Minimalism
#968188,334,150,129,136,0.27,Minimalism
#72533E,100,114,83,62,0.08,Minimalism
#FFFBFA,575267,255,251,250,78.61,Minimalism
#ECB630,67117,236,182,48,9.17,Minimalism
#507554,48458,80,117,84,6.62,Minimalism
#D04C26,13287,208,76,38,1.82,Minimalism
#141809,11447,20,24,9,1.56,Minimalism
#3A5A97,9129,58,90,151,1.25,Minimalism
#918C92,3522,145,140,146,0.48,Minimalism
#725217,2000,114,82,23,0.27,Minimalism
#90361B,1543,144,54,27,0.21,Minimalism
#E8E8E8,432285,232,232,232,74.57,Minimalism
#C3B200,104640,195,178,0,18.05,Minimalism
#FAF194,20694,250,241,148,3.57,Minimalism
#FAED00,18212,250,237,0,3.14,Minimalism
#B2AA95,3553,178,170,149,0.61,Minimalism
#A6A35C,278,166,163,92,0.05,Minimalism
#EAF867,27,234,248,103,0.0,Minimalism
#AEA7C6,6,174,167,198,0.0,Minimalism
#FFFFFF,139971,255,255,255,50.12,Minimalism
#D8D20A,138043,216,210,10,49.43,Minimalism
#FFFFCD,1283,255,255,205,0.46,Minimalism
#E6E0CA,416990,230,224,202,77.57,Minimalism
#010707,118977,1,7,7,22.13,Minimalism
#504C41,1581,80,76,65,0.29,Minimalism
#B6B0B0,66512,182,176,176,49.13,Minimalism
#060A0D,38482,6,10,13,28.43,Minimalism
#404145,28386,64,65,69,20.97,Minimalism
#676245,1888,103,98,69,1.39,Minimalism
#FCF7F3,70,252,247,243,0.05,Minimalism
#172B12,34,23,43,18,0.03,Minimalism
#E5BF9A,3,229,191,154,0.0,Minimalism
#462A14,2,70,42,20,0.0,Minimalism
#332B29,130908,51,43,41,68.32,Minimalism
#F2EAD7,54651,242,234,215,28.52,Minimalism
#BD6F41,2928,189,111,65,1.53,Minimalism
#663E24,2139,102,62,36,1.12,Minimalism
#A67C70,942,166,124,112,0.49,Minimalism
#D9AA76,31,217,170,118,0.02,Minimalism
#FAE5C8,84939,250,229,200,61.36,Minimalism
#201E2B,31829,32,30,43,22.99,Minimalism
#623E3E,11156,98,62,62,8.06,Minimalism
#C9A3A2,10502,201,163,162,7.59,Minimalism
#877B7D,200119,135,123,125,64.54,Minimalism
#FFFFFF,63080,255,255,255,20.35,Minimalism
#000000,27317,0,0,0,8.81,Minimalism
#402E22,13609,64,46,34,4.39,Minimalism
#8B5E3D,3706,139,94,61,1.2,Minimalism
#C4BAC2,1852,196,186,194,0.6,Minimalism
#DAAD84,262,218,173,132,0.08,Minimalism
#1F2C4C,79,31,44,76,0.03,Minimalism
#6E759F,24,110,117,159,0.01,Minimalism
#B8B8B8,924654,184,184,184,50.29,Minimalism
#AE6901,615230,174,105,1,33.46,Minimalism
#BA9672,154103,186,150,114,8.38,Minimalism
#6E3B04,78369,110,59,4,4.26,Minimalism
#2B2002,25398,43,32,2,1.38,Minimalism
#CEBD49,21588,206,189,73,1.17,Minimalism
#73695F,19187,115,105,95,1.04,Minimalism
#937A2A,40,147,122,42,0.0,Minimalism
#CCD0D1,98126,204,208,209,74.58,Minimalism
#582A12,30288,88,42,18,23.02,Minimalism
#D1A082,2708,209,160,130,2.06,Minimalism
#995D2B,283,153,93,43,0.22,Minimalism
#8D7C72,158,141,124,114,0.12,Minimalism
#C1CBCC,124190,193,203,204,56.88,Minimalism
#97663E,50915,151,102,62,23.32,Minimalism
#7F898B,33769,127,137,139,15.47,Minimalism
#5F5148,3740,95,81,72,1.71,Minimalism
#060805,3002,6,8,5,1.37,Minimalism
#5B270F,2728,91,39,15,1.25,Minimalism
#626D6F,106418,98,109,111,47.66,Minimalism
#9B0409,56134,155,4,9,25.14,Minimalism
#FFFEFF,32124,255,254,255,14.39,Minimalism
#A9ABBA,16302,169,171,186,7.3,Minimalism
#1D382F,6983,29,56,47,3.13,Minimalism
#755731,2681,117,87,49,1.2,Minimalism
#F4EDA7,1276,244,237,167,0.57,Minimalism
#AAAA86,721,170,170,134,0.32,Minimalism
#68161C,633,104,22,28,0.28,Minimalism
#FFFFFF,411420,255,255,255,73.65,Minimalism
#9A9883,142855,154,152,131,25.57,Minimalism
#000100,4351,0,1,0,0.78,Minimalism
#F7F9F4,454211,247,249,244,87.03,Minimalism
#C7C59F,54101,199,197,159,10.37,Minimalism
#838669,13582,131,134,105,2.6,Minimalism
#020204,641433,2,2,4,97.8,Minimalism
#FFFFF6,12040,255,255,246,1.84,Minimalism
#9A9994,2409,154,153,148,0.37,Minimalism
#E2E21E,4713090,226,226,30,90.28,Minimalism
#BAA800,200936,186,168,0,3.85,Minimalism
#A17400,103957,161,116,0,1.99,Minimalism
#B8501B,75550,184,80,27,1.45,Minimalism
#000000,34307,0,0,0,0.66,Minimalism
#233800,28802,35,56,0,0.55,Minimalism
#FAFF7F,26682,250,255,127,0.51,Minimalism
#76832B,25123,118,131,43,0.48,Minimalism
#CED0AB,12015,206,208,171,0.23,Minimalism
#8C8185,147724,140,129,133,78.84,Minimalism
#DC9696,12302,220,150,150,6.57,Minimalism
#8BFEBB,11630,139,254,187,6.21,Minimalism
#82AA92,9112,130,170,146,4.86,Minimalism
#FFEDC2,2391,255,237,194,1.28,Minimalism
#F2CDEE,1689,242,205,238,0.9,Minimalism
#92E4F9,1574,146,228,249,0.84,Minimalism
#63AAFC,500,99,170,252,0.27,Minimalism
#5E4548,444,94,69,72,0.24,Minimalism
#316B9D,457965,49,107,157,93.6,Minimalism
#F4F4F4,29529,244,244,244,6.04,Minimalism
#B3AAAD,1786,179,170,173,0.37,Minimalism
#676975,14,103,105,117,0.0,Minimalism
#D3D3CB,2324527,211,211,203,98.99,Minimalism
#919189,22427,145,145,137,0.96,Minimalism
#53534B,1389,83,83,75,0.06,Minimalism
#D0C9B9,359756,208,201,185,99.95,Minimalism
#CDAD00,197,205,173,0,0.05,Minimalism
#000000,150017,0,0,0,76.52,Minimalism
#FBFBFB,39573,251,251,251,20.18,Minimalism
#B8B2BC,3468,184,178,188,1.77,Minimalism
#4C3A38,2959,76,58,56,1.51,Minimalism
#7A737B,37,122,115,123,0.02,Minimalism
#907C5B,1,144,124,91,0.0,Minimalism
#7C887E,155761,124,136,126,52.9,Minimalism
#14191F,133755,20,25,31,45.43,Minimalism
#CFC8BE,4484,207,200,190,1.52,Minimalism
#464C48,429,70,76,72,0.15,Minimalism
#C28E5C,8,194,142,92,0.0,Minimalism
#1D5796,146183,29,87,150,50.99,Minimalism
#FFFFFF,137033,255,255,255,47.8,Minimalism
#B3BCC5,2855,179,188,197,1.0,Minimalism
#668EB2,637,102,142,178,0.22,Minimalism
#FFF7F5,154039,255,247,245,71.23,Minimalism
#84817C,62227,132,129,124,28.77,Minimalism
#BDC1C0,113598,189,193,192,38.51,Minimalism
#B46A07,59477,180,106,7,20.16,Minimalism
#CF3E29,57719,207,62,41,19.57,Minimalism
#517722,25787,81,119,34,8.74,Minimalism
#74BB51,17439,116,187,81,5.91,Minimalism
#606137,10769,96,97,55,3.65,Minimalism
#FCA73C,4063,252,167,60,1.38,Minimalism
#A8E6A3,3895,168,230,163,1.32,Minimalism
#E47268,2236,228,114,104,0.76,Minimalism
#D3CCBC,264639,211,204,188,95.13,Minimalism
#948B7A,13553,148,139,122,4.87,Minimalism
#00015E,200179,0,1,94,82.44,Minimalism
#053AA0,27317,5,58,160,11.25,Minimalism
#010491,8117,1,4,145,3.34,Minimalism
#00013A,4594,0,1,58,1.89,Minimalism
#7384CC,1234,115,132,204,0.51,Minimalism
#00001A,955,0,0,26,0.39,Minimalism
#3F4383,302,63,67,131,0.12,Minimalism
#74A9D1,87,116,169,209,0.04,Minimalism
#1E5170,26,30,81,112,0.01,Minimalism
#B52C4A,166387,181,44,74,93.76,Minimalism
#FFFFFF,8739,255,255,255,4.92,Minimalism
#62192C,1405,98,25,44,0.79,Minimalism
#A66374,674,166,99,116,0.38,Minimalism
#ECB4C1,253,236,180,193,0.14,Minimalism
#73000E,1,115,0,14,0.0,Minimalism
#FFFFFF,147557,255,255,255,48.65,Minimalism
#BBBBBB,84163,187,187,187,27.75,Minimalism
#7B7B7B,37182,123,123,123,12.26,Minimalism
#000000,34377,0,0,0,11.34,Minimalism
#C76734,169091,199,103,52,95.4,Minimalism
#E3D2CA,6028,227,210,202,3.4,Minimalism
#9E6B56,1587,158,107,86,0.9,Minimalism
#444740,397,68,71,64,0.22,Minimalism
#909086,129,144,144,134,0.07,Minimalism
#6F3740,4,111,55,64,0.0,Minimalism
#705A1E,2,112,90,30,0.0,Minimalism
#A97100,1,169,113,0,0.0,Minimalism
#ECEBE6,191466,236,235,230,66.4,Minimalism
#16151A,96493,22,21,26,33.46,Minimalism
#4E4C4D,391,78,76,77,0.14,Minimalism
#CECECC,107107,206,206,204,78.42,Minimalism
#1F1F1D,29476,31,31,29,21.58,Minimalism
#FCFCFA,128837,252,252,250,83.76,Minimalism
#9B8B72,24986,155,139,114,16.24,Minimalism
#DFCEBE,379285,223,206,190,97.9,Minimalism
#1E1B14,8140,30,27,20,2.1,Minimalism
